Prod_ID,Ques_ID,Question_Text,Ans_Text
85,511,Can this fit onto baby jogger city select pram?,"I don't own one of those strollers so I can't really confirm. I did look it up online and it doesn't seem to have a bumper bar which is where I used to hang it for my baby. You might be able to attached to the main frame but it all depends on how wide the stroller is. It looks pretty wide in the pics so the toy might be stretched and a lay a little flatter and closer to baby which might be annoying. If it fits, this toy is a lot if fun and easy to attach and detach. Only detach one side to get baby out. Good luck."
85,512,how much battires and which ones?,3 of the small 1.5V batteries. Comes already with them
85,513,Can't get the music to play.  Got a replacement and the 2nd doesn't work either.  Is there something else I need to do besides just press the box?,"No.  The same thing happened to me with the original and the replacement Amazon sent.  I contacted Tiny Love and they eventually sent me a new music box which looks different from the one the toy came with and it works, but barely."
86,514,what dimension are cubes in inches?,About 1 inch squares and a little bit deeper.
86,515,Does this product come with a lid? Thanks.,No - I just wrap it in Seran wrap or foil when I put it in the freezer.
86,516,Is this BPA free?,"I know they're PVC, phthalate and nitrosamine free"
86,517,Can this be used to freeze breast milk?,"Yes. I've used it to freeze breast milk (short term) as well as fruit, veggie, and meat pur\u00e9es (long term). They are exactly 1 oz cubes so you know what baby is getting. Only downside is that the cubes don't fit into most bottle openings if you plan to defrost them in the bottle. In that case, I'd put what I needed in mason jars and defrost it that way and then put it in baby's bottle."
86,518,Where is this product made?,"I've seen some of their other products are made in Taiwan, so I assume that's where these are made as well."
86,519,Is there a lid with this?,There is no lid.
87,520,Has anyone used these in non-pocket diapers?  I use a pre fold diaper with a thirsties snap cover and am wondering if the inserts would work for that,"I think they would work great! I am new to cloth diapering and really like these inserts so far. I lay them in all kinds of diapers to add absorption with little bulk, including covers and All In Ones. I usually put them behind another faster absorbing insert to use with my two year old. I have not tried them by themselves with a cover. They would work great combined with a prefold too. I would put them closest to the diaper cover since they absorb more slowly than prefolds."
87,521,Is this a hemp/cotton blend? Wondering the percentages too.,Yes the percentage is 55% hemp 45% cotton
87,522,Can the large size be used alone in a pocket diaper? Is the absorbency quick enough?,My child urinates in large volumes and one insert didn't work. I have to use two.  The outer cotton layer does absorb quickly which is helpful.
87,523,Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour...,"We ended up buying Kauai Baby Goodnight Heavy Wetter diapers. They come with two super thick microfiber inserts. We use both inserts plus a Thirsties hemp insert at night. But, this would be super bulky for daytime."
87,524,Does it have the snaps on the insert like the ones that come with the diaper?,"No, there are no snaps."
87,525,Is size small worth investing in? Or is the large too bulky for 0-6 month old?,"Not sure how big your LO is, but mine is 14 pounds and these still work great. They're definitely not as large as a typical insert, but still absorb really well. If your LO is on the larger size, if probably buy the larger size."
87,526,Mine just came in the mail. Are there any special instructions to prep them before I use them? Or can I just wash them once and then put them to use?,Wash once or twice then use. The more you wash them over time the more absorbant they become.
87,527,Can this insert sit directly against baby's skin?  Or does it have to be used inside a pocket like microfiber?,It is a natural fiber and can be against the skin inside a cover or can be used in a pocket too
88,528,are the Sassy  teethers BPA,"Sadly, I have no idea...but their customer service is AWESOME, i had to call them for something else once. The phone number on their website takes you directly to a real person, they're like a little mom 'n pop shop."
88,529,Is this a two pack or does only one come for 2.99?,When I bought these they came in a two pack. Either purple and pink or dark blue and light blue. I'm not sure if that is still the case but I would imagine that it is.
88,530,how to clean,Warm water and dish soap. Just rinse it really well.
89,531,Are these sheets true white or a natural ivory color?,they are white
